Node Name,Op Type,Activation,Weights,Bias
/model.8/m.0/m/m.0/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.8/m.0/m/m.0/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.8/m.0/m/m.0/cv2/act/Mul,Mul,UINT16,,
/model.8/m.0/m/m.0/Add,Add,UINT16,,
/model.8/m.0/m/m.1/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.8/m.0/m/m.1/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.8/m.0/m/m.1/cv1/act/Mul,Mul,UINT16,,
/model.8/m.0/m/m.1/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.8/m.0/m/m.1/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.8/m.0/m/m.1/cv2/act/Mul,Mul,UINT16,,
/model.8/m.0/m/m.1/Add,Add,UINT16,,
/model.8/m.0/Concat,Concat,UINT16,,
/model.8/m.0/cv3/conv/Conv,Conv,UINT16,INT16,INT32
/model.8/m.0/cv3/act/Sigmoid,Sigmoid,UINT16,,
/model.8/m.0/cv3/act/Mul,Mul,UINT16,,
/model.8/m.1/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.8/m.1/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.8/m.1/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.8/m.1/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.8/m.1/cv1/act/Mul,Mul,UINT16,,
/model.8/m.1/cv2/act/Mul,Mul,UINT16,,
/model.8/m.1/m/m.0/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.8/m.1/m/m.0/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.8/m.1/m/m.0/cv1/act/Mul,Mul,UINT16,,
/model.8/m.1/m/m.0/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.8/m.1/m/m.0/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.8/m.1/m/m.0/cv2/act/Mul,Mul,UINT16,,
/model.8/m.1/m/m.0/Add,Add,UINT16,,
/model.8/m.1/m/m.1/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.8/m.1/m/m.1/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.8/m.1/m/m.1/cv1/act/Mul,Mul,UINT16,,
/model.8/m.1/m/m.1/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.8/m.1/m/m.1/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.8/m.1/m/m.1/cv2/act/Mul,Mul,UINT16,,
/model.8/m.1/m/m.1/Add,Add,UINT16,,
/model.8/m.1/Concat,Concat,UINT16,,
/model.8/m.1/cv3/conv/Conv,Conv,UINT16,INT16,INT32
/model.8/m.1/cv3/act/Sigmoid,Sigmoid,UINT16,,
/model.8/m.1/cv3/act/Mul,Mul,UINT16,,
/model.8/Concat,Concat,UINT16,,
/model.8/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.8/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.8/cv2/act/Mul,Mul,UINT16,,
/model.9/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.9/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.9/cv1/act/Mul,Mul,UINT16,,
/model.9/m/MaxPool,MaxPool,UINT16,,
/model.9/m_1/MaxPool,MaxPool,UINT16,,
/model.9/m_2/MaxPool,MaxPool,UINT16,,
/model.9/Concat,Concat,UINT16,,
/model.9/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.9/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.9/cv2/act/Mul,Mul,UINT16,,
/model.10/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.10/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.10/cv1/act/Mul,Mul,UINT16,,
/model.10/Split_output_0_0,Slice,UINT16,,
/model.10/Split_output_1_1,Slice,UINT16,,
/model.10/m/m.0/attn/qkv/conv/Conv,Conv,UINT16,INT16,INT32
/model.10/m/m.0/attn/Reshape,Reshape,UINT16,,
/model.10/m/m.0/attn/Split_output_0_0,Slice,UINT16,,
/model.10/m/m.0/attn/Split_output_1_1,Slice,UINT16,,
/model.10/m/m.0/attn/Split_output_2_2,Slice,UINT16,,
/model.10/m/m.0/attn/Transpose,Transpose,UINT16,,
/model.10/m/m.0/attn/Reshape_2,Reshape,UINT16,,
/model.10/m/m.0/attn/MatMul,MatMul,UINT16,UINT16,
/model.10/m/m.0/attn/pe/conv/Conv,Conv,UINT16,INT16,INT32
/model.10/m/m.0/attn/Mul,Mul,UINT16,,
/model.10/m/m.0/attn/Softmax,Softmax,UINT16,,
/model.10/m/m.0/attn/Transpose_1,Transpose,UINT16,,
/model.10/m/m.0/attn/MatMul_1,MatMul,UINT16,UINT16,
/model.10/m/m.0/attn/Reshape_1,Reshape,UINT16,,
/model.10/m/m.0/attn/Add,Add,UINT16,,
/model.10/m/m.0/attn/proj/conv/Conv,Conv,UINT16,INT16,INT32
/model.10/m/m.0/Add,Add,UINT16,,
/model.10/m/m.0/ffn/ffn.0/conv/Conv,Conv,UINT16,INT16,INT32
/model.10/m/m.0/ffn/ffn.0/act/Sigmoid,Sigmoid,UINT16,,
/model.10/m/m.0/ffn/ffn.0/act/Mul,Mul,UINT16,,
/model.10/m/m.0/ffn/ffn.1/conv/Conv,Conv,UINT16,INT16,INT32
/model.10/m/m.0/Add_1,Add,UINT16,,
/model.10/m/m.1/attn/qkv/conv/Conv,Conv,UINT16,INT16,INT32
/model.10/m/m.1/attn/Reshape,Reshape,UINT16,,
/model.10/m/m.1/attn/Split_output_0_0,Slice,UINT16,,
/model.10/m/m.1/attn/Split_output_1_1,Slice,UINT16,,
/model.10/m/m.1/attn/Split_output_2_2,Slice,UINT16,,
/model.10/m/m.1/attn/Transpose,Transpose,UINT16,,
/model.10/m/m.1/attn/Reshape_2,Reshape,UINT16,,
/model.10/m/m.1/attn/MatMul,MatMul,UINT16,UINT16,
/model.10/m/m.1/attn/pe/conv/Conv,Conv,UINT16,INT16,INT32
/model.10/m/m.1/attn/Mul,Mul,UINT16,,
/model.10/m/m.1/attn/Softmax,Softmax,UINT16,,
/model.10/m/m.1/attn/Transpose_1,Transpose,UINT16,,
/model.10/m/m.1/attn/MatMul_1,MatMul,UINT16,UINT16,
/model.10/m/m.1/attn/Reshape_1,Reshape,UINT16,,
/model.10/m/m.1/attn/Add,Add,UINT16,,
/model.10/m/m.1/attn/proj/conv/Conv,Conv,UINT16,INT16,INT32
/model.10/m/m.1/Add,Add,UINT16,,
/model.10/m/m.1/ffn/ffn.0/conv/Conv,Conv,UINT16,INT16,INT32
/model.10/m/m.1/ffn/ffn.0/act/Sigmoid,Sigmoid,UINT16,,
/model.10/m/m.1/ffn/ffn.0/act/Mul,Mul,UINT16,,
/model.10/m/m.1/ffn/ffn.1/conv/Conv,Conv,UINT16,INT16,INT32
/model.10/m/m.1/Add_1,Add,UINT16,,
/model.10/Concat,Concat,UINT16,,
/model.10/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.10/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.10/cv2/act/Mul,Mul,UINT16,,
/model.11/Resize,Resize,UINT16,,
/model.12/Concat,Concat,UINT16,,
/model.13/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.13/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.13/cv1/act/Mul,Mul,UINT16,,
/model.13/Split_output_0_0,Slice,UINT16,,
/model.13/Split_output_1_1,Slice,UINT16,,
/model.13/m.0/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.13/m.0/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.13/m.0/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.13/m.0/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.13/m.0/cv1/act/Mul,Mul,UINT16,,
/model.13/m.0/cv2/act/Mul,Mul,UINT16,,
/model.13/m.0/m/m.0/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.13/m.0/m/m.0/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.13/m.0/m/m.0/cv1/act/Mul,Mul,UINT16,,
/model.13/m.0/m/m.0/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.13/m.0/m/m.0/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.13/m.0/m/m.0/cv2/act/Mul,Mul,UINT16,,
/model.13/m.0/m/m.0/Add,Add,UINT16,,
/model.13/m.0/m/m.1/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.13/m.0/m/m.1/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.13/m.0/m/m.1/cv1/act/Mul,Mul,UINT16,,
/model.13/m.0/m/m.1/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.13/m.0/m/m.1/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.13/m.0/m/m.1/cv2/act/Mul,Mul,UINT16,,
/model.13/m.0/m/m.1/Add,Add,UINT16,,
/model.13/m.0/Concat,Concat,UINT16,,
/model.13/m.0/cv3/conv/Conv,Conv,UINT16,INT16,INT32
/model.13/m.0/cv3/act/Sigmoid,Sigmoid,UINT16,,
/model.13/m.0/cv3/act/Mul,Mul,UINT16,,
/model.13/m.1/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.13/m.1/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.13/m.1/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.13/m.1/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.13/m.1/cv1/act/Mul,Mul,UINT16,,
/model.13/m.1/cv2/act/Mul,Mul,UINT16,,
/model.13/m.1/m/m.0/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.13/m.1/m/m.0/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.13/m.1/m/m.0/cv1/act/Mul,Mul,UINT16,,
/model.13/m.1/m/m.0/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.13/m.1/m/m.0/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.13/m.1/m/m.0/cv2/act/Mul,Mul,UINT16,,
/model.13/m.1/m/m.0/Add,Add,UINT16,,
/model.13/m.1/m/m.1/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.13/m.1/m/m.1/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.13/m.1/m/m.1/cv1/act/Mul,Mul,UINT16,,
/model.13/m.1/m/m.1/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.13/m.1/m/m.1/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.13/m.1/m/m.1/cv2/act/Mul,Mul,UINT16,,
/model.13/m.1/m/m.1/Add,Add,UINT16,,
/model.13/m.1/Concat,Concat,UINT16,,
/model.13/m.1/cv3/conv/Conv,Conv,UINT16,INT16,INT32
/model.13/m.1/cv3/act/Sigmoid,Sigmoid,UINT16,,
/model.13/m.1/cv3/act/Mul,Mul,UINT16,,
/model.13/Concat,Concat,UINT16,,
/model.13/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.13/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.13/cv2/act/Mul,Mul,UINT16,,
/model.14/Resize,Resize,UINT16,,
/model.15/Concat,Concat,UINT16,,
/model.16/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.16/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.16/cv1/act/Mul,Mul,UINT16,,
/model.16/Split_output_0_0,Slice,UINT16,,
/model.16/Split_output_1_1,Slice,UINT16,,
/model.16/m.0/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.16/m.0/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.16/m.0/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.16/m.0/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.16/m.0/cv1/act/Mul,Mul,UINT16,,
/model.16/m.0/cv2/act/Mul,Mul,UINT16,,
/model.16/m.0/m/m.0/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.16/m.0/m/m.0/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.16/m.0/m/m.0/cv1/act/Mul,Mul,UINT16,,
/model.16/m.0/m/m.0/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.16/m.0/m/m.0/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.16/m.0/m/m.0/cv2/act/Mul,Mul,UINT16,,
/model.16/m.0/m/m.0/Add,Add,UINT16,,
/model.16/m.0/m/m.1/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.16/m.0/m/m.1/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.16/m.0/m/m.1/cv1/act/Mul,Mul,UINT16,,
/model.16/m.0/m/m.1/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.16/m.0/m/m.1/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.16/m.0/m/m.1/cv2/act/Mul,Mul,UINT16,,
/model.16/m.0/m/m.1/Add,Add,UINT16,,
/model.16/m.0/Concat,Concat,UINT16,,
/model.16/m.0/cv3/conv/Conv,Conv,UINT16,INT16,INT32
/model.16/m.0/cv3/act/Sigmoid,Sigmoid,UINT16,,
/model.16/m.0/cv3/act/Mul,Mul,UINT16,,
/model.16/m.1/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.16/m.1/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.16/m.1/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.16/m.1/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.16/m.1/cv1/act/Mul,Mul,UINT16,,
/model.16/m.1/cv2/act/Mul,Mul,UINT16,,
/model.16/m.1/m/m.0/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.16/m.1/m/m.0/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.16/m.1/m/m.0/cv1/act/Mul,Mul,UINT16,,
/model.16/m.1/m/m.0/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.16/m.1/m/m.0/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.16/m.1/m/m.0/cv2/act/Mul,Mul,UINT16,,
/model.16/m.1/m/m.0/Add,Add,UINT16,,
/model.16/m.1/m/m.1/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.16/m.1/m/m.1/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.16/m.1/m/m.1/cv1/act/Mul,Mul,UINT16,,
/model.16/m.1/m/m.1/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.16/m.1/m/m.1/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.16/m.1/m/m.1/cv2/act/Mul,Mul,UINT16,,
/model.16/m.1/m/m.1/Add,Add,UINT16,,
/model.16/m.1/Concat,Concat,UINT16,,
/model.16/m.1/cv3/conv/Conv,Conv,UINT16,INT16,INT32
/model.16/m.1/cv3/act/Sigmoid,Sigmoid,UINT16,,
/model.16/m.1/cv3/act/Mul,Mul,UINT16,,
/model.16/Concat,Concat,UINT16,,
/model.16/cv2/conv/Conv,Conv,UINT16,INT16,INT32
/model.16/cv2/act/Sigmoid,Sigmoid,UINT16,,
/model.16/cv2/act/Mul,Mul,UINT16,,
/model.17/conv/Conv,Conv,UINT16,INT16,INT32
/model.23/cv2.0/cv2.0.0/conv/Conv,Conv,UINT16,INT16,INT32
/model.23/cv3.0/cv3.0.0/cv3.0.0.0/conv/Conv,Conv,UINT16,INT16,INT32
/model.17/act/Sigmoid,Sigmoid,UINT16,,
/model.23/cv2.0/cv2.0.0/act/Sigmoid,Sigmoid,UINT16,,
/model.23/cv3.0/cv3.0.0/cv3.0.0.0/act/Sigmoid,Sigmoid,UINT16,,
/model.17/act/Mul,Mul,UINT16,,
/model.23/cv2.0/cv2.0.0/act/Mul,Mul,UINT16,,
/model.23/cv3.0/cv3.0.0/cv3.0.0.0/act/Mul,Mul,UINT16,,
/model.18/Concat,Concat,UINT16,,
/model.23/cv2.0/cv2.0.1/conv/Conv,Conv,UINT16,INT16,INT32
/model.23/cv3.0/cv3.0.0/cv3.0.0.1/conv/Conv,Conv,UINT16,INT16,INT32
/model.19/cv1/conv/Conv,Conv,UINT16,INT16,INT32
/model.23/cv2.0/cv2.0.1/act/Sigmoid,Sigmoid,UINT16,,
/model.23/cv3.0/cv3.0.0/cv3.0.0.1/act/Sigmoid,Sigmoid,UINT16,,
/model.19/cv1/act/Sigmoid,Sigmoid,UINT16,,
/model.23/cv2.0/cv2.0.1/act/Mul,Mul,UINT16,,
/model.23/cv3.0/cv3.0.0/cv3.0.0.1/act/Mul,Mul,UINT16,,
/model.19/cv1/act/Mul,Mul,UINT16,,
/model.23/cv2.0/cv2.0.2/Conv,Conv,UINT16,INT16,INT32
